obs, invprob, loglike
311456, 0.0456437, -0.0467182
311457, 0.0456437, -0.0467182
311458, 0.0456437, -0.0467182
311459, 0.0456437, -0.0467182
311460, 0.0456437, -0.0467182
311461, 0.0456437, -0.0467182
311462, 0.0456437, -0.0467182
311463, 0.0456437, -0.0467182
311464, 0.0456437, -0.0467182
311465, 0.0456437, -0.0467182
311466, 0.0456437, -0.0467182
311467, 0.0456437, -0.0467182
311468, 0.0456437, -0.0467182
311469, 0.0456437, -0.0467182
311470, 0.0456437, -0.0467182
311471, 0.0456437, -0.0467182
311472, 0.0456437, -0.0467182
311473, 0.0456437, -0.0467182
311474, 0.0456437, -0.0467182
311475, 0.0456437, -0.0467182
311476, 0.0456437, -0.0467182
311477, 0.0456437, -0.0467182
311478, 0.0456437, -0.0467182
311479, 0.0456437, -0.0467182
311480, 0.0456437, -0.0467182
311579, 0.0510905, -0.0524419
311580, 0.0505926, -0.0519173
311581, 0.0501779, -0.0514806
311582, 0.0498047, -0.0510877
311583, 0.0494688, -0.0507343
311584, 0.0491665, -0.0504163
311585, 0.0488944, -0.0501302
311586, 0.0486495, -0.0498727
311587, 0.0546648, -0.0562157
311588, 0.0535046, -0.0549892
311891, 0.2537, -0.292627
311892, 0.243779, -1.41149
311960, 0.0509802, -2.97632
311968, 0.0473862, -0.0485458
312012, 0.0510905, -0.0524419
312013, 0.0505926, -2.98395
312021, 0.153925, -0.167147
312022, 0.153925, -1.87129
312035, 0.0473862, -0.0485458
312370, 0.0449358, -0.0459767
312371, 0.0449358, -0.0459767
312372, 0.0449358, -0.0459767
312373, 0.0449358, -0.0459767
312374, 0.0449358, -0.0459767
312375, 0.0449358, -0.0459767
312376, 0.0449358, -0.0459767
312377, 0.0449358, -0.0459767
312378, 0.0449358, -0.0459767
312379, 0.0449358, -0.0459767
312380, 0.0449358, -0.0459767
312381, 0.0449358, -0.0459767
312382, 0.0449358, -0.0459767
312383, 0.0449358, -0.0459767
312384, 0.0449358, -0.0459767
312489, 0.238948, -0.273054
312490, 0.232423, -1.4592
312608, 0.0449358, -3.10252
312609, 0.0419133, -0.042817
312610, 0.0449358, -0.0459767
312611, 0.0449358, -0.0459767
312612, 0.0449358, -0.0459767
312613, 0.0449358, -0.0459767
312614, 0.0449358, -0.0459767
312615, 0.0449358, -0.0459767
312790, 0.0448057, -0.0458405
312791, 0.0448057, -0.0458405
312792, 0.0448057, -0.0458405
313033, 0.0449358, -0.0459767
313034, 0.0449358, -0.0459767
313035, 0.0449358, -0.0459767
313036, 0.0449358, -0.0459767
313037, 0.0449358, -0.0459767
313038, 0.0449358, -0.0459767
313039, 0.0449358, -0.0459767
313040, 0.0449358, -0.0459767
313041, 0.0449358, -0.0459767
313042, 0.0449358, -0.0459767
313043, 0.0449358, -0.0459767
313044, 0.0449358, -0.0459767
313045, 0.0449358, -0.0459767
313046, 0.0449358, -0.0459767
313047, 0.0449358, -0.0459767
313048, 0.0449358, -0.0459767
313049, 0.0449358, -0.0459767
313050, 0.0449358, -0.0459767
313051, 0.0449358, -0.0459767
313052, 0.0449358, -0.0459767
313053, 0.0449358, -0.0459767
313054, 0.0449358, -0.0459767
313865, 0.0465295, -0.0476468
313866, 0.0465295, -0.0476468
313867, 0.0465295, -0.0476468
313868, 0.0465295, -0.0476468
313869, 0.0465295, -0.0476468
313870, 0.0465295, -0.0476468
313871, 0.0465295, -0.0476468
313872, 0.0465295, -0.0476468
313873, 0.0465295, -0.0476468
313874, 0.0465295, -0.0476468
313897, 0.045288, -0.0463456
313898, 0.0453138, -3.09414
313899, 0.0401299, -0.0409573
313900, 0.0453709, -0.0464324
313901, 0.0453952, -0.0464578
314341, 0.0476972, -0.0488723
314400, 0.047253, -0.0484059
314401, 0.047253, -3.05224
314447, 0.0454642, -0.0465301
314448, 0.0454399, -0.0465047
314449, 0.0454249, -0.046489
314450, 0.0454115, -0.0464749
314451, 0.0453993, -0.0464622
314452, 0.0453884, -0.0464507
314453, 0.0453786, -0.0464404
314454, 0.0453697, -0.0464312
314455, 0.0453736, -0.0464353
314456, 0.0453926, -0.0464551
314457, 0.0454097, -0.046473
314458, 0.0454251, -0.0464891
314459, 0.0454389, -0.0465036
314460, 0.0454514, -0.0465167
314461, 0.0454626, -0.0465284
314462, 0.0454727, -0.046539
314463, 0.0454817, -0.0465485
314464, 0.0454899, -0.0465571
314465, 0.0454973, -0.0465648
314466, 0.0455039, -0.0465717
314467, 0.0455098, -0.0465779
314468, 0.0455152, -0.0465836
314469, 0.04552, -0.0465886
314470, 0.0455244, -0.0465932
314471, 0.0455283, -0.0465973
314472, 0.0455318, -0.0466009
314473, 0.045535, -0.0466043
315700, 0.0463524, -0.0474611
315701, 0.0463524, -3.07148
315710, 0.178467, -0.196583
315711, 0.178467, -0.196583
315712, 0.178467, -0.196583
315713, 0.178467, -0.196583
315714, 0.178467, -0.196583
315715, 0.178467, -0.196583
315716, 0.178467, -0.196583
315717, 0.178467, -0.196583
315718, 0.178467, -0.196583
315719, 0.178467, -0.196583
315720, 0.178467, -0.196583
315721, 0.233924, -1.45276
315970, 0.0463524, -0.0474611
315971, 0.0463524, -0.0474611
315972, 0.0463524, -0.0474611
315973, 0.0463524, -0.0474611
315974, 0.0463524, -0.0474611
315975, 0.0463524, -0.0474611
315976, 0.0463524, -0.0474611
315977, 0.0463524, -0.0474611
315978, 0.0463524, -0.0474611
315979, 0.0463524, -0.0474611
315980, 0.0463524, -0.0474611
315981, 0.0463524, -0.0474611
315982, 0.0463524, -0.0474611
315983, 0.0463524, -0.0474611
315984, 0.0463524, -0.0474611
315985, 0.0463524, -0.0474611
315986, 0.0463524, -0.0474611
315987, 0.0463524, -0.0474611
315988, 0.0463524, -0.0474611
315989, 0.0463524, -0.0474611
315990, 0.0463524, -0.0474611
315991, 0.0463524, -0.0474611
315992, 0.0463524, -0.0474611
315993, 0.0463524, -0.0474611
315994, 0.0463524, -0.0474611
315995, 0.0463524, -0.0474611
315996, 0.0463524, -0.0474611
315997, 0.0452657, -0.0463222
315998, 0.0452657, -0.0463222
315999, 0.0452657, -0.0463222
316000, 0.0452657, -0.0463222
316001, 0.0452657, -0.0463222
316002, 0.0452657, -0.0463222
316003, 0.0452657, -0.0463222
316004, 0.0452657, -0.0463222
316005, 0.0452657, -0.0463222
316006, 0.0452657, -0.0463222
316007, 0.0452657, -0.0463222
316008, 0.0452657, -0.0463222
316009, 0.0452657, -0.0463222
316010, 0.0452657, -0.0463222
316011, 0.0452657, -0.0463222
316012, 0.0452657, -0.0463222
316013, 0.0452657, -0.0463222
316014, 0.0452657, -0.0463222
316015, 0.0452657, -0.0463222
316016, 0.0452657, -0.0463222
316017, 0.0452657, -0.0463222
316018, 0.0452657, -0.0463222
316019, 0.0452657, -0.0463222
316020, 0.0452657, -0.0463222
316021, 0.0452657, -0.0463222
316022, 0.0452657, -0.0463222
316023, 0.0452657, -0.0463222
316240, 0.2537, -0.292627
316241, 0.243779, -0.279422
316242, 0.235607, -1.44559
316248, 0.2537, -0.292627
316249, 0.243779, -1.41149
316439, 0.0507577, -0.0520911
316440, 0.0502879, -0.0515964
316441, 0.049896, -0.0511838
316442, 0.0495434, -0.0508127
316443, 0.049226, -0.0504788
316444, 0.0489403, -0.0501784
316445, 0.0486832, -0.0499082
316446, 0.0484518, -0.049665
316447, 0.0482819, -0.0494864
316907, 0.168045, -0.183977
316908, 0.164239, -0.179413
316909, 0.160814, -0.175323
316910, 0.157731, -0.171656
316911, 0.154957, -1.86461
317096, 0.0456437, -0.0467182
317097, 0.0456437, -0.0467182
317098, 0.0456437, -0.0467182
317099, 0.0456437, -0.0467182
317100, 0.0456437, -0.0467182
317101, 0.0456437, -0.0467182
317102, 0.0456437, -0.0467182
317123, 0.153925, -0.167147
317124, 0.153925, -1.87129
317151, 0.0510905, -2.97416
317170, 0.0510905, -0.0524419
317171, 0.0505926, -0.0519173
317668, 0.139438, -0.15017
317669, 0.139438, -1.97013
317673, 0.139438, -0.15017
317674, 0.139438, -0.15017
317675, 0.139438, -0.15017
317676, 0.139438, -0.15017
317677, 0.139438, -1.97013
317688, 0.139438, -0.15017
317689, 0.139438, -0.15017
317690, 0.139438, -0.15017
317691, 0.139438, -1.97013
317692, 0.107894, -0.114171
317693, 0.139438, -0.15017
317694, 0.139438, -0.15017
317695, 0.233924, -0.266473
317696, 0.306227, -0.36561
317697, 0.289506, -1.23958
317698, 0.207528, -1.57249
317820, 0.0473862, -0.0485458
317821, 0.0473862, -0.0485458
318217, 0.0473862, -0.0485458
318218, 0.0473862, -0.0485458
318219, 0.0473862, -0.0485458
318220, 0.0473862, -0.0485458
318221, 0.0473862, -0.0485458
318222, 0.0473862, -0.0485458
318223, 0.0473862, -0.0485458
318224, 0.0473862, -0.0485458
318225, 0.0473862, -0.0485458
318226, 0.0473862, -0.0485458
318227, 0.0473862, -0.0485458
318244, 0.0473862, -0.0485458
318245, 0.0473862, -0.0485458
318246, 0.0473862, -0.0485458
318247, 0.0473862, -0.0485458
318248, 0.0473862, -0.0485458
318249, 0.0473862, -0.0485458
318250, 0.0473862, -0.0485458
318251, 0.0473862, -0.0485458
318252, 0.0473862, -0.0485458
318253, 0.0473862, -0.0485458
318254, 0.0473862, -0.0485458
318434, 0.0473862, -0.0485458
318435, 0.0473862, -0.0485458
318436, 0.0473862, -0.0485458
318437, 0.0473862, -0.0485458
318438, 0.0473862, -3.04942
318439, 0.0459205, -0.0470082
319069, 0.225541, -0.255591
319070, 0.220197, -1.51323
319071, 0.0506564, -0.0519845
319119, 0.0477198, -0.0488959
319456, 0.0507236, -0.0520552
319457, 0.0503704, -2.98835
319459, 0.225541, -0.255591
319460, 0.283252, -1.26142
319461, 0.055389, -0.0569821
319462, 0.0536105, -2.92601
319518, 0.0507236, -2.98136
319519, 0.050999, -2.97595
319520, 0.0506564, -2.98269
319521, 0.050348, -0.0516597
319522, 0.0495468, -0.0508164
319523, 0.0493253, -0.0505833
319685, 0.0507236, -0.0520552
319686, 0.0503704, -2.98835
319791, 0.0476972, -3.04288
319792, 0.0478694, -0.049053
319793, 0.0476972, -3.04288
319794, 0.0478694, -0.049053
319795, 0.0476972, -0.0488723
319994, 0.05106, -0.0524097
319995, 0.0506515, -0.0519793
320227, 0.047253, -0.0484059
320228, 0.047253, -0.0484059
320229, 0.047253, -0.0484059
320230, 0.047253, -0.0484059
320231, 0.047253, -0.0484059
320232, 0.0507577, -0.0520911
320524, 0.0460654, -0.0471602
320525, 0.0460654, -3.07769
320526, 0.0445098, -0.0455308
320740, 0.0460654, -0.0471602
320741, 0.0460654, -0.0471602
320742, 0.0460654, -0.0471602
320743, 0.0460654, -0.0471602
320744, 0.0460654, -0.0471602
320745, 0.0460654, -0.0471602
320746, 0.0460654, -0.0471602
320747, 0.0460654, -0.0471602
320748, 0.0460654, -0.0471602
320749, 0.0460654, -0.0471602
320750, 0.0460654, -0.0471602
320994, 0.2537, -0.292627
320995, 0.243779, -0.279422
320996, 0.235607, -0.268673
320997, 0.228251, -0.259096
320998, 0.221631, -0.250555
320999, 0.215673, -0.24293
321000, 0.323529, -1.12847
321001, 0.20448, -0.228759
321002, 0.284553, -0.334848
321003, 0.418333, -0.541858
321004, 0.38208, -0.481396
321005, 0.351457, -0.433027
321006, 0.326147, -1.12041
321048, 0.04776, -0.0489381
321049, 0.0476435, -0.0488159
321050, 0.0475388, -0.0487059
321051, 0.0474445, -0.0486069
321052, 0.0473596, -0.0485178
321053, 0.0472832, -0.0484376
321054, 0.0472216, -0.0483729
321055, 0.0471754, -0.0483244
321056, 0.0471339, -0.0482808
321057, 0.0470965, -0.0482416
321058, 0.0470628, -0.0482063
321059, 0.0470325, -0.0481745
321060, 0.0470052, -0.0481459
321061, 0.0469807, -0.0481201
321062, 0.0469586, -0.048097
321063, 0.0469387, -0.0480761
321064, 0.0469209, -0.0480573
321065, 0.0469048, -0.0480404
321066, 0.0468903, -0.0480252
321067, 0.0468772, -0.0480116
321528, 0.0510905, -0.0524419
321529, 0.0505926, -2.98395
321587, 0.047253, -0.0484059
321707, 0.0474725, -0.0486363
321708, 0.0474725, -3.0476
321901, 0.0460654, -0.0471602
321902, 0.0460654, -0.0471602
321903, 0.0460654, -0.0471602
321904, 0.0460654, -0.0471602
321905, 0.0460654, -0.0471602
321906, 0.0460654, -3.07769
321907, 0.0445098, -0.0455308
321913, 0.0449599, -0.046002
321914, 0.0449599, -0.046002
321915, 0.0449599, -0.046002
321916, 0.0449599, -0.046002
321917, 0.0449599, -0.046002
321918, 0.0449599, -0.046002
321919, 0.0449599, -0.046002
321920, 0.0449599, -0.046002
321921, 0.0449599, -0.046002
321922, 0.0449599, -0.046002
321923, 0.0449599, -0.046002
321924, 0.0449599, -0.046002
321925, 0.0449599, -0.046002
321926, 0.0449599, -0.046002
321927, 0.0449599, -0.046002
321928, 0.0449599, -0.046002
321929, 0.0449599, -0.046002
321930, 0.0449599, -0.046002
321931, 0.0449599, -0.046002
321932, 0.0449599, -0.046002
321933, 0.0449599, -0.046002
321934, 0.0449599, -0.046002
321979, 0.0463524, -0.0474611
321980, 0.0463524, -0.0474611
321981, 0.0463524, -0.0474611
321982, 0.0463524, -0.0474611
321983, 0.0463524, -0.0474611
321984, 0.0463524, -0.0474611
321985, 0.0463524, -0.0474611
321986, 0.0463524, -0.0474611
321987, 0.0463524, -0.0474611
321988, 0.0463524, -0.0474611
322090, 0.0473862, -0.0485458
322091, 0.0473862, -0.0485458
322092, 0.0473862, -0.0485458
322093, 0.0473862, -0.0485458
322094, 0.0473862, -0.0485458
322095, 0.0473862, -0.0485458
322096, 0.0473862, -0.0485458
322194, 0.0473862, -0.0485458
322195, 0.0473862, -0.0485458
322196, 0.0473862, -0.0485458
322197, 0.0473862, -0.0485458
322198, 0.0473862, -0.0485458
322199, 0.0473862, -0.0485458
322200, 0.0473862, -0.0485458
322201, 0.0473862, -0.0485458
322202, 0.0473862, -0.0485458
322203, 0.0473862, -0.0485458
322204, 0.0473862, -0.0485458
322367, 0.161249, -0.175841
322368, 0.158772, -1.84029
322388, 0.136775, -0.14708
322389, 0.167173, -0.182929
322390, 0.164002, -0.179129
322391, 0.161249, -0.175841
322392, 0.158772, -0.172892
322393, 0.156542, -0.170245
322411, 0.0466463, -0.0477693
322412, 0.0466463, -0.0477693
322413, 0.0466463, -0.0477693
322414, 0.0466463, -0.0477693
322415, 0.0466463, -0.0477693
322416, 0.0466463, -0.0477693
322417, 0.0466463, -0.0477693
322418, 0.0466463, -0.0477693
322419, 0.0466463, -0.0477693
322420, 0.0466463, -0.0477693
322464, 0.0473862, -0.0485458
322465, 0.0473862, -0.0485458
322466, 0.0473862, -0.0485458
322467, 0.0473862, -0.0485458
322468, 0.0473862, -0.0485458
322469, 0.0473862, -0.0485458
322470, 0.0473862, -0.0485458
322471, 0.0473862, -0.0485458
322472, 0.0473862, -0.0485458
322473, 0.0473862, -0.0485458
322474, 0.0473862, -0.0485458
322484, 0.047253, -0.0484059
322485, 0.047253, -0.0484059
322486, 0.047253, -0.0484059
322487, 0.047253, -0.0484059
322488, 0.047253, -0.0484059
322489, 0.047253, -0.0484059
322490, 0.047253, -0.0484059
322533, 0.139438, -0.15017
322534, 0.139438, -0.15017
322535, 0.139438, -0.15017
322536, 0.139438, -0.15017
322537, 0.139438, -0.15017
322538, 0.139438, -0.15017
322539, 0.139438, -0.15017
322540, 0.139438, -0.15017
322541, 0.139438, -0.15017
322542, 0.139438, -0.15017
322543, 0.139438, -0.15017
322544, 0.139438, -0.15017
322545, 0.139438, -0.15017
322546, 0.139438, -0.15017
322547, 0.139438, -0.15017
322548, 0.139438, -0.15017
322549, 0.169313, -0.185502
322550, 0.166123, -0.18167
322551, 0.163369, -0.178372
322552, 0.16089, -0.175413
322553, 0.158659, -0.172758
322554, 0.156651, -0.170374
322555, 0.154843, -0.168233
322907, 0.0474725, -0.0486363
322908, 0.0474725, -0.0486363
323076, 0.047266, -0.0484195
323077, 0.0470757, -0.0482198
323078, 0.046916, -0.0480522
323528, 0.0465295, -0.0476468
323529, 0.0465295, -0.0476468
323530, 0.0465295, -0.0476468
323531, 0.0465295, -0.0476468
323532, 0.0465295, -0.0476468
323533, 0.0465295, -0.0476468
323534, 0.0465295, -0.0476468
323535, 0.0465295, -0.0476468
323536, 0.0465295, -0.0476468
323537, 0.0465295, -0.0476468
323548, 0.0465295, -0.0476468
323549, 0.0465295, -0.0476468
323550, 0.0465295, -0.0476468
323551, 0.0465295, -0.0476468
323552, 0.0465295, -0.0476468
323553, 0.0465295, -0.0476468
323554, 0.0465295, -0.0476468
323555, 0.0465295, -0.0476468
323556, 0.0465295, -0.0476468
323557, 0.0465295, -0.0476468
323558, 0.0465295, -0.0476468
323559, 0.0465295, -0.0476468
323560, 0.0465295, -0.0476468
323561, 0.0465295, -0.0476468
323562, 0.0465295, -0.0476468
323563, 0.0465295, -0.0476468
323564, 0.0465295, -0.0476468
323798, 0.0465295, -0.0476468
323799, 0.0465295, -0.0476468
323800, 0.0465295, -0.0476468
323801, 0.0465295, -0.0476468
323802, 0.0465295, -0.0476468
323803, 0.0465295, -0.0476468
323804, 0.0465295, -0.0476468
323805, 0.0465295, -0.0476468
323806, 0.0465295, -0.0476468
323807, 0.0465295, -0.0476468
324327, 0.0460654, -0.0471602
324533, 0.0460093, -0.0471014
324534, 0.0460093, -0.0471014
324535, 0.0460093, -0.0471014
324536, 0.0460093, -0.0471014
324537, 0.0460093, -0.0471014
324538, 0.0460093, -0.0471014
324539, 0.0460093, -0.0471014
324540, 0.0460093, -0.0471014
324541, 0.0460093, -0.0471014
324744, 0.116943, -0.124365
324745, 0.116943, -0.124365
324746, 0.116943, -0.124365
324747, 0.116943, -0.124365
324748, 0.116943, -0.124365
324749, 0.116943, -0.124365
324750, 0.116943, -0.124365
324751, 0.116943, -0.124365
324752, 0.116943, -0.124365
324753, 0.116943, -0.124365
324754, 0.116943, -0.124365
324755, 0.116943, -0.124365
324756, 0.116943, -0.124365
324757, 0.116943, -0.124365
324758, 0.116943, -0.124365
324759, 0.116943, -0.124365
324760, 0.116943, -0.124365
324761, 0.116943, -0.124365
324762, 0.116943, -2.14607
324977, 0.0465295, -0.0476468
324978, 0.0465295, -0.0476468
324979, 0.0465295, -0.0476468
324980, 0.0465295, -0.0476468
324981, 0.0465295, -0.0476468
324982, 0.0465295, -0.0476468
324983, 0.0465295, -0.0476468
324984, 0.0465295, -0.0476468
324985, 0.0465295, -0.0476468
324986, 0.0465295, -0.0476468
325159, 0.0510905, -0.0524419
325160, 0.0505926, -0.0519173
325161, 0.0501779, -0.0514806
325162, 0.0498047, -0.0510877
325163, 0.0494688, -0.0507343
327568, 0.0466463, -0.0477693
327569, 0.0466463, -0.0477693
327570, 0.0466463, -0.0477693
327571, 0.0466463, -0.0477693
327572, 0.0466463, -0.0477693
327573, 0.0466463, -0.0477693
327574, 0.0466463, -0.0477693
327575, 0.0466463, -0.0477693
327576, 0.0466463, -0.0477693
327577, 0.0466463, -0.0477693
327784, 0.0465295, -0.0476468
327785, 0.0465295, -0.0476468
327786, 0.0465295, -0.0476468
327787, 0.0465295, -0.0476468
327788, 0.0465295, -0.0476468
327789, 0.0465295, -0.0476468
327790, 0.0465295, -0.0476468
327791, 0.0465295, -0.0476468
327792, 0.0465295, -0.0476468
327793, 0.0465295, -0.0476468
327929, 0.139438, -0.15017
327930, 0.139438, -1.97013
327931, 0.107894, -0.114171
327932, 0.139438, -0.15017
327933, 0.139438, -0.15017
327934, 0.139438, -1.97013
327936, 0.139438, -0.15017
327937, 0.139438, -0.15017
327938, 0.139438, -0.15017
327939, 0.139438, -0.15017
327940, 0.139438, -0.15017
327941, 0.139438, -1.97013
327942, 0.107894, -2.2266
327943, 0.107894, -0.114171
327944, 0.139438, -0.15017
327945, 0.139438, -0.15017
327946, 0.139438, -0.15017
327947, 0.139438, -0.15017
327948, 0.139438, -0.15017
327949, 0.169313, -0.185502
327950, 0.166123, -0.18167
327951, 0.163369, -0.178372
327952, 0.16089, -0.175413
327953, 0.158659, -0.172758
327954, 0.156651, -0.170374
327955, 0.154843, -0.168233
327973, 0.0465295, -0.0476468
327974, 0.0465295, -0.0476468
327975, 0.0465295, -0.0476468
327976, 0.0465295, -0.0476468
327977, 0.0465295, -0.0476468
327978, 0.0465295, -0.0476468
327979, 0.0465295, -0.0476468
327980, 0.0465295, -0.0476468
327981, 0.0465295, -0.0476468
327982, 0.0458899, -3.08151
328956, 0.0466463, -0.0477693
328957, 0.0466463, -0.0477693
328958, 0.0466463, -0.0477693
328959, 0.0466463, -0.0477693
328960, 0.0466463, -0.0477693
328961, 0.0466463, -0.0477693
328962, 0.0466463, -0.0477693
328963, 0.0466463, -0.0477693
328964, 0.0466463, -0.0477693
328965, 0.0466463, -0.0477693
329182, 0.139438, -0.15017
329183, 0.139438, -1.97013
329184, 0.0405239, -0.0413679
329185, 0.139438, -0.15017
329186, 0.139438, -0.15017
329187, 0.139438, -1.97013
329188, 0.0405239, -0.0413679
329189, 0.0465295, -0.0476468
329190, 0.0465295, -0.0476468
329191, 0.0465295, -0.0476468
329192, 0.0465295, -0.0476468
329193, 0.0465295, -0.0476468
329194, 0.0465295, -0.0476468
329195, 0.0465295, -0.0476468
329196, 0.139438, -0.15017
329197, 0.139438, -0.15017
329198, 0.139438, -0.15017
329199, 0.139438, -1.97013
329200, 0.0405239, -0.0413679
329201, 0.0465295, -0.0476468
329202, 0.0465295, -0.0476468
329203, 0.0465295, -0.0476468
329204, 0.0465295, -0.0476468
329205, 0.0465295, -0.0476468
329206, 0.0465295, -0.0476468
329207, 0.0465295, -0.0476468
329208, 0.0465295, -0.0476468
330394, 0.0458873, -3.08157
330395, 0.0400198, -0.0408426
330396, 0.0458873, -0.0469735
330397, 0.0458873, -0.0469735
330398, 0.0458873, -0.0469735
330399, 0.0458873, -0.0469735
330700, 0.0477327, -0.0489095
330701, 0.0477327, -0.0489095
331932, 0.047253, -0.0484059
331933, 0.047253, -0.0484059
331934, 0.047253, -0.0484059
331935, 0.047253, -0.0484059
331936, 0.047253, -0.0484059
331937, 0.047253, -0.0484059
331938, 0.047253, -0.0484059
331939, 0.047253, -0.0484059
331940, 0.0507577, -0.0520911
331941, 0.0502879, -0.0515964
331942, 0.049896, -0.0511838
332363, 0.0458873, -0.0469735
332364, 0.0458873, -0.0469735
332365, 0.0458873, -0.0469735
332366, 0.0458873, -0.0469735
332539, 0.0458873, -0.0469735
332540, 0.0458873, -0.0469735
332541, 0.0458873, -0.0469735
332542, 0.0458873, -0.0469735
332543, 0.0458873, -0.0469735
332544, 0.0458873, -0.0469735
332545, 0.0458873, -0.0469735
332546, 0.0458873, -0.0469735
332547, 0.0458873, -0.0469735
332548, 0.0458873, -0.0469735
332549, 0.0458873, -0.0469735
332550, 0.0458873, -0.0469735
332551, 0.0458873, -0.0469735
332552, 0.0458873, -0.0469735
332553, 0.0458873, -0.0469735
332554, 0.0458873, -0.0469735
332555, 0.0458873, -0.0469735
332556, 0.0458873, -0.0469735
332557, 0.0458873, -0.0469735
332558, 0.0458873, -0.0469735
332559, 0.0458873, -0.0469735
332560, 0.0458873, -0.0469735
332561, 0.0458873, -0.0469735
332562, 0.0458873, -0.0469735
332563, 0.0458873, -0.0469735
332564, 0.0458873, -0.0469735
332565, 0.0458873, -0.0469735
332760, 0.0481101, -0.0493059
332890, 0.047253, -0.0484059
332891, 0.047253, -0.0484059
332892, 0.047253, -0.0484059
332893, 0.047253, -0.0484059
332894, 0.047253, -0.0484059
332895, 0.047253, -0.0484059
332896, 0.047253, -0.0484059
332897, 0.047253, -0.0484059
332898, 0.047253, -0.0484059
332917, 0.195465, -0.217491
332918, 0.195465, -0.217491
333931, 0.0477198, -0.0488959
333932, 0.0477198, -0.0488959
333933, 0.0477198, -0.0488959
333934, 0.0477198, -0.0488959
333935, 0.0477198, -0.0488959
333936, 0.0477198, -0.0488959
333937, 0.0477198, -0.0488959
333938, 0.05106, -0.0524097
333939, 0.0506515, -0.0519793
333940, 0.0503039, -0.0516132
333941, 0.0499911, -0.0512839
333942, 0.0497095, -0.0509876
333943, 0.0494562, -0.050721
333944, 0.0492281, -0.0504811
333945, 0.0490229, -0.0502653
333946, 0.0488618, -0.0500959
333947, 0.0487476, -0.0499758
333948, 0.0486448, -0.0498678
333949, 0.0529602, -0.0544142
333950, 0.0522307, -0.0536442
333951, 0.0515695, -0.0529468
333952, 0.0509745, -0.0523196
333953, 0.0505047, -0.0518247
333954, 0.0501718, -0.0514741
333955, 0.0498722, -0.0511588
333956, 0.0496025, -0.050875
333957, 0.0493598, -0.0506197
334594, 0.057477, -0.0591949
334595, 0.057477, -0.0591949
334596, 0.057477, -0.0591949
334597, 0.057477, -0.0591949
334598, 0.057477, -0.0591949
334599, 0.057477, -0.0591949
334600, 0.057477, -0.0591949
334601, 0.057477, -0.0591949
334602, 0.057477, -0.0591949
334603, 0.057477, -0.0591949
334604, 0.057477, -0.0591949
334605, 0.057477, -0.0591949
334606, 0.057477, -0.0591949
334607, 0.057477, -0.0591949
336062, 0.0466463, -0.0477693
336063, 0.0466463, -0.0477693
336064, 0.0466463, -0.0477693
336065, 0.0466463, -0.0477693
336066, 0.0466463, -0.0477693
336067, 0.0466463, -0.0477693
336068, 0.0466463, -0.0477693
336069, 0.0466463, -0.0477693
336070, 0.0466463, -0.0477693
336071, 0.0466463, -0.0477693
336072, 0.0466463, -0.0477693
336073, 0.0466463, -0.0477693
336074, 0.0466463, -0.0477693
336075, 0.0466463, -0.0477693
336076, 0.0466463, -0.0477693
336077, 0.0466463, -0.0477693
336078, 0.0466463, -0.0477693
336079, 0.0466463, -0.0477693
336080, 0.0466463, -0.0477693
336081, 0.0466463, -0.0477693
336082, 0.0466463, -0.0477693
336083, 0.0466463, -0.0477693
336084, 0.0466463, -0.0477693
336085, 0.0466463, -0.0477693
336086, 0.0466463, -0.0477693
336087, 0.0466463, -0.0477693
336088, 0.0466463, -0.0477693
337263, 0.0458873, -0.0469735
337264, 0.0458873, -0.0469735
337265, 0.0458873, -0.0469735
337266, 0.0458873, -0.0469735
337267, 0.0458873, -0.0469735
337268, 0.0458873, -0.0469735
337269, 0.0458873, -0.0469735
337270, 0.0458873, -0.0469735
337271, 0.0458873, -0.0469735
337272, 0.0458873, -0.0469735
338065, 0.0466463, -0.0477693
338066, 0.0466463, -0.0477693
338067, 0.0466463, -0.0477693
338068, 0.0466463, -0.0477693
338069, 0.0466463, -0.0477693
338070, 0.0466463, -0.0477693
338071, 0.0466463, -0.0477693
338072, 0.0466463, -0.0477693
338073, 0.0466463, -0.0477693
338074, 0.0466463, -0.0477693
339576, 0.2537, -0.292627
339577, 0.243779, -0.279422
339578, 0.235607, -1.44559
339580, 0.2537, -0.292627
339581, 0.243779, -0.279422
339582, 0.235607, -1.44559
339594, 0.057477, -0.0591949
339946, 0.0456437, -0.0467182
339947, 0.0456437, -0.0467182
339948, 0.0456437, -0.0467182
339949, 0.0456437, -0.0467182
339950, 0.0456437, -0.0467182
339951, 0.0456437, -0.0467182
339952, 0.0456437, -0.0467182
339953, 0.0456437, -0.0467182
339954, 0.0456437, -0.0467182
339955, 0.0456437, -0.0467182
339956, 0.0456437, -0.0467182
339957, 0.0456437, -0.0467182
339958, 0.0456437, -0.0467182
339959, 0.0456437, -0.0467182
339960, 0.0456437, -0.0467182
339961, 0.0456437, -0.0467182
339962, 0.0456437, -0.0467182
339963, 0.0456437, -0.0467182
339964, 0.0456437, -0.0467182
339965, 0.0456437, -0.0467182
339966, 0.0456437, -0.0467182
339967, 0.0456437, -0.0467182
339968, 0.0456437, -0.0467182
339969, 0.0456437, -0.0467182
339970, 0.0456437, -0.0467182
339971, 0.0456437, -0.0467182
339972, 0.0456437, -0.0467182
