obs, invprob, loglike
3825, 0.193092, -0.214546
3826, 0.188793, -0.209232
3827, 0.185118, -0.204712
3828, 0.18181, -0.200661
3829, 0.178833, -1.7213
3832, 0.0473862, -0.0485458
3833, 0.233924, -0.266473
3834, 0.227528, -1.48048
3843, 0.0500992, -0.0513977
3881, 0.0473862, -0.0485458
3882, 0.0473862, -0.0485458
3883, 0.0473862, -0.0485458
3884, 0.0510905, -0.0524419
3885, 0.0505926, -0.0519173
4037, 0.147339, -0.159393
4038, 0.147339, -0.159393
4039, 0.147339, -0.159393
4040, 0.147339, -0.159393
4041, 0.203219, -0.227176
4042, 0.196677, -0.218999
4043, 0.191239, -0.212252
4044, 0.186345, -0.206219
4045, 0.18194, -0.20082
4046, 0.177976, -0.195986
4047, 0.174408, -0.191655
4048, 0.171197, -0.187773
4049, 0.168526, -0.184555
4050, 0.166407, -0.18201
4051, 0.1645, -0.179725
4215, 0.0473862, -0.0485458
4216, 0.0473862, -0.0485458
4217, 0.0473862, -0.0485458
4219, 0.0510905, -0.0524419
4220, 0.0505926, -2.98395
4311, 0.0473862, -0.0485458
4312, 0.0473862, -0.0485458
4313, 0.0473862, -0.0485458
4314, 0.0473862, -0.0485458
4315, 0.0473862, -0.0485458
4316, 0.0473862, -0.0485458
4317, 0.0473862, -0.0485458
4318, 0.0473862, -0.0485458
4319, 0.0473862, -0.0485458
4320, 0.0473862, -0.0485458
4325, 0.0507577, -0.0520911
4326, 0.164002, -0.179129
4327, 0.161249, -0.175841
4328, 0.158772, -1.84029
4349, 0.243779, -0.279422
4350, 0.366343, -0.456248
4351, 0.510791, -0.714965
4352, 0.462596, -0.621005
4353, 0.597964, -0.514225
4354, 0.235845, -1.44458
4355, 0.211107, -1.55539
4356, 0.18701, -0.207037
4357, 0.717553, -0.331909
4358, 0.156958, -0.170739
4359, 0.723895, -1.28697
4360, 0.739829, -0.301336
4376, 0.0476972, -0.0488723
4540, 0.0459652, -0.0470551
4541, 0.0459652, -0.0470551
4542, 0.0459652, -0.0470551
4543, 0.0459652, -0.0470551
4565, 0.0473862, -0.0485458
4566, 0.0473862, -0.0485458
4567, 0.0473862, -0.0485458
4568, 0.0473862, -0.0485458
4569, 0.0473862, -0.0485458
4570, 0.0473862, -0.0485458
4607, 0.103096, -0.108806
4608, 0.128102, -0.137083
4609, 0.125283, -0.133854
4610, 0.122894, -0.131128
4611, 0.120745, -0.12868
4612, 0.11881, -0.126482
4613, 0.117069, -2.14499
4727, 0.0465295, -0.0476468
4728, 0.0465295, -0.0476468
4729, 0.0465295, -0.0476468
4730, 0.0465295, -0.0476468
4731, 0.0465295, -0.0476468
4732, 0.0465295, -0.0476468
4733, 0.0458899, -0.0469762
4734, 0.0459336, -0.047022
4735, 0.0459771, -0.0470676
4736, 0.0460161, -3.07876
4790, 0.0473862, -0.0485458
4928, 0.0474725, -0.0486363
4929, 0.0474725, -0.0486363
4930, 0.0474725, -0.0486363
4931, 0.0474725, -0.0486363
4932, 0.0474725, -0.0486363
4933, 0.0474725, -0.0486363
4934, 0.0474725, -0.0486363
4935, 0.0474725, -0.0486363
4936, 0.0474725, -0.0486363
4937, 0.0474725, -0.0486363
4938, 0.0474725, -0.0486363
4939, 0.0474725, -0.0486363
4940, 0.0474725, -0.0486363
4941, 0.0474725, -0.0486363
5109, 0.05106, -0.0524097
5110, 0.0506515, -0.0519793
5127, 0.05106, -0.0524097
5128, 0.0506515, -0.0519793
5129, 0.0503039, -0.0516132
5153, 0.05106, -0.0524097
5154, 0.0506515, -0.0519793
5155, 0.0503039, -0.0516132
5266, 0.0506515, -0.0519793
5267, 0.0503039, -0.0516132
5268, 0.0499911, -0.0512839
5269, 0.0497095, -0.0509876
5287, 0.05106, -0.0524097
5298, 0.05106, -0.0524097
5299, 0.0506515, -0.0519793
5302, 0.05106, -0.0524097
5303, 0.0506515, -0.0519793
5307, 0.05106, -0.0524097
5308, 0.0506515, -0.0519793
5310, 0.05106, -0.0524097
5311, 0.0578899, -0.0596332
5312, 0.0561685, -0.0578076
5315, 0.05106, -0.0524097
5316, 0.0578899, -0.0596332
5318, 0.05106, -0.0524097
5319, 0.0506515, -0.0519793
5325, 0.05106, -0.0524097
5326, 0.0506515, -0.0519793
5347, 0.0477198, -0.0488959
5348, 0.05106, -0.0524097
5349, 0.0506515, -0.0519793
5350, 0.0503039, -0.0516132
5351, 0.0499911, -0.0512839
5352, 0.0497095, -0.0509876
5353, 0.0494562, -0.050721
5354, 0.0492281, -0.0504811
5361, 0.05106, -0.0524097
5362, 0.0506515, -0.0519793
5432, 0.05106, -0.0524097
5434, 0.05106, -0.0524097
5435, 0.0578899, -0.0596332
5436, 0.0719277, -0.0746456
5437, 0.0662926, -0.0685921
5438, 0.0619263, -0.0639268
5439, 0.0591442, -0.0609653
5440, 0.0733915, -0.0762241
5441, 0.101177, -0.106669
5442, 0.0847654, -0.0885749
5443, 0.0753852, -0.0783781
5444, 0.0684806, -0.0709383
5445, 0.0635252, -0.0656326
5446, 0.0603008, -0.0621955
5447, 0.0576812, -0.0594116
5448, 0.0558696, -0.057491
5449, 0.0675541, -0.0699441
5450, 0.0627398, -0.0647944
5451, 0.0598395, -0.0617047
5452, 0.057266, -0.0589712
5453, 0.0556239, -0.0572308
5454, 0.0669832, -0.069332
5464, 0.05106, -0.0524097
5465, 0.0506515, -0.0519793
5469, 0.05106, -0.0524097
5470, 0.0578899, -0.0596332
5471, 0.0561685, -0.0578076
5473, 0.05106, -0.0524097
5474, 0.0506515, -0.0519793
5481, 0.05106, -0.0524097
5509, 0.0476972, -0.0488723
5510, 0.0476972, -0.0488723
5511, 0.0476972, -0.0488723
5512, 0.0476972, -0.0488723
5513, 0.0476972, -0.0488723
5514, 0.0476972, -0.0488723
5515, 0.0476972, -0.0488723
5516, 0.0476972, -0.0488723
5517, 0.0476972, -0.0488723
5518, 0.0476972, -0.0488723
5519, 0.0476972, -0.0488723
5520, 0.0476972, -0.0488723
5521, 0.0476972, -0.0488723
5522, 0.0476972, -0.0488723
5523, 0.0476972, -0.0488723
5524, 0.0476972, -0.0488723
5525, 0.0476972, -0.0488723
5526, 0.0476972, -0.0488723
5527, 0.0476972, -0.0488723
5528, 0.0476972, -0.0488723
5529, 0.0476972, -0.0488723
5530, 0.0476972, -0.0488723
5531, 0.0476972, -0.0488723
5532, 0.0476972, -0.0488723
5533, 0.0476972, -0.0488723
5534, 0.0476972, -0.0488723
5535, 0.0476972, -0.0488723
5563, 0.05106, -0.0524097
5564, 0.0506515, -0.0519793
5652, 0.05106, -0.0524097
5653, 0.0506515, -0.0519793
5654, 0.0503039, -0.0516132
5706, 0.177352, -0.195227
5707, 0.172274, -1.75867
5708, 0.0409902, -0.041854
5765, 0.05106, -0.0524097
5766, 0.0506515, -0.0519793
5813, 0.0504095, -0.0517245
5814, 0.0500363, -0.0513315
5815, 0.0497176, -0.050996
5854, 0.0504095, -0.0517245
5855, 0.0500363, -0.0513315
5856, 0.0497176, -0.050996
5857, 0.0494307, -0.0506942
5860, 0.05106, -0.0524097
5861, 0.0506515, -0.0519793
5868, 0.234678, -0.267459
5869, 0.229066, -0.260152
5870, 0.224266, -1.49492
5871, 0.0505003, -0.0518201
5872, 0.0497095, -0.0509876
5873, 0.0494562, -0.050721
5874, 0.0545278, -0.0560708
5880, 0.0477198, -0.0488959
6116, 0.047253, -0.0484059
6117, 0.047253, -0.0484059
6118, 0.047253, -0.0484059
6119, 0.047253, -0.0484059
6120, 0.047253, -0.0484059
6121, 0.047253, -0.0484059
6122, 0.047253, -0.0484059
6123, 0.047253, -0.0484059
6124, 0.047253, -0.0484059
6125, 0.047253, -0.0484059
6126, 0.047253, -0.0484059
6128, 0.0504095, -0.0517245
6129, 0.0500363, -0.0513315
6130, 0.0497176, -0.050996
6131, 0.0494307, -0.0506942
6134, 0.0504095, -0.0517245
6135, 0.0500363, -0.0513315
6136, 0.0497176, -0.050996
6137, 0.0494307, -0.0506942
6140, 0.0504095, -0.0517245
6141, 0.0500363, -0.0513315
6142, 0.0555753, -0.0571794
6143, 0.0542376, -0.0557639
6144, 0.0530801, -0.0545408
6156, 0.05106, -0.0524097
6223, 0.057477, -0.0591949
6224, 0.057477, -2.85637
6225, 0.0632978, -0.0653899
6271, 0.0660031, -0.0682822
6272, 0.243779, -0.279422
6273, 0.235607, -0.268673
6274, 0.353894, -0.436791
6275, 0.3281, -0.397646
6276, 0.305125, -1.18703
6294, 0.161525, -0.176171
6295, 0.204946, -0.229345
6296, 0.25896, -1.35108
6297, 0.180653, -1.71118
6309, 0.161525, -0.176171
6310, 0.161525, -0.176171
6311, 0.204946, -0.229345
6312, 0.200143, -1.60872
6317, 0.161525, -0.176171
6318, 0.204946, -0.229345
6319, 0.200143, -1.60872
6324, 0.235607, -1.44559
6327, 0.2537, -0.292627
6328, 0.243779, -0.279422
6329, 0.235607, -0.268673
6330, 0.228251, -0.259096
6331, 0.221631, -0.250555
6332, 0.170545, -0.186987
6333, 0.170545, -0.186987
6334, 0.170545, -0.186987
6335, 0.170545, -0.186987
6336, 0.170545, -0.186987
6337, 0.170545, -0.186987
6338, 0.170545, -0.186987
6339, 0.170545, -0.186987
6340, 0.170545, -0.186987
6341, 0.170545, -0.186987
6342, 0.170545, -0.186987
6343, 0.170545, -0.186987
6344, 0.170545, -0.186987
6345, 0.170545, -0.186987
6346, 0.170545, -0.186987
6347, 0.170545, -0.186987
6348, 0.170545, -0.186987
6349, 0.170545, -0.186987
6350, 0.170545, -0.186987
6351, 0.170545, -0.186987
6352, 0.170545, -0.186987
6353, 0.170545, -0.186987
6354, 0.170545, -0.186987
6355, 0.170545, -0.186987
6356, 0.170545, -0.186987
6357, 0.170545, -0.186987
6358, 0.170545, -0.186987
6442, 0.2537, -0.292627
6443, 0.243779, -1.41149
6444, 0.223786, -0.253327
6445, 0.338863, -1.08216
6447, 0.2537, -0.292627
6448, 0.380176, -0.96712
6449, 0.219312, -1.51726
6521, 0.2537, -0.292627
6522, 0.380176, -0.47832
6523, 0.525677, -0.745866
6524, 0.643915, -0.440188
6526, 0.2537, -0.292627
6527, 0.380176, -0.96712
6528, 0.249574, -1.388
6529, 0.245836, -0.282146
6530, 0.71516, -0.335249
6531, 0.200177, -0.223364
6532, 0.723793, -0.323249
6580, 0.0660031, -0.0682822
6581, 0.243779, -0.279422
6582, 0.366343, -1.00418
6583, 0.21569, -0.242951
6584, 0.314812, -1.15578
6589, 0.0660031, -0.0682822
6590, 0.243779, -0.279422
6591, 0.235607, -1.44559
6592, 0.0976607, -0.102765
6593, 0.3281, -0.397646
6594, 0.305125, -1.18703
6656, 0.353894, -0.436791
6657, 0.497393, -0.687947
6658, 0.450555, -0.797275
6663, 0.2537, -0.292627
6664, 0.243779, -0.279422
6665, 0.366343, -0.456248
6666, 0.338863, -0.413794
6667, 0.314812, -1.15578
6679, 0.2537, -0.292627
6680, 0.243779, -0.279422
6681, 0.366343, -1.00418
6682, 0.21569, -1.53391
6713, 0.0660031, -0.0682822
6714, 0.243779, -0.279422
6715, 0.235607, -1.44559
6754, 0.057477, -0.0591949
6755, 0.057477, -0.0591949
6756, 0.057477, -0.0591949
6757, 0.057477, -0.0591949
6758, 0.057477, -0.0591949
6759, 0.057477, -0.0591949
6760, 0.057477, -0.0591949
6761, 0.057477, -0.0591949
6762, 0.057477, -0.0591949
6763, 0.057477, -0.0591949
6764, 0.057477, -0.0591949
6765, 0.057477, -0.0591949
6766, 0.057477, -0.0591949
6767, 0.2537, -1.3716
6768, 0.0771068, -0.0802418
6841, 0.0504095, -0.0517245
6842, 0.0500363, -0.0513315
6877, 0.0477198, -0.0488959
6878, 0.05106, -0.0524097
6879, 0.0506515, -0.0519793
7021, 0.0477198, -0.0488959
7022, 0.0477198, -0.0488959
7023, 0.0477198, -0.0488959
7024, 0.0477198, -0.0488959
7025, 0.0477198, -0.0488959
7026, 0.0477198, -0.0488959
7027, 0.0477198, -0.0488959
7028, 0.0477198, -0.0488959
7029, 0.0477198, -0.0488959
7030, 0.0477198, -0.0488959
7031, 0.0477198, -0.0488959
7032, 0.0477198, -0.0488959
7033, 0.0477198, -0.0488959
7034, 0.0477198, -0.0488959
7035, 0.0477198, -0.0488959
7036, 0.0477198, -0.0488959
7037, 0.0477198, -0.0488959
7038, 0.0477198, -0.0488959
7039, 0.0477198, -0.0488959
7040, 0.0477198, -0.0488959
7041, 0.0477198, -0.0488959
7042, 0.0477198, -0.0488959
7043, 0.0477198, -0.0488959
7044, 0.0477198, -0.0488959
7045, 0.0477198, -0.0488959
7046, 0.0477198, -0.0488959
7047, 0.0477198, -0.0488959
7196, 0.0477198, -0.0488959
7197, 0.0477198, -0.0488959
7264, 0.0477198, -0.0488959
7265, 0.0477198, -0.0488959
7266, 0.0477198, -0.0488959
7267, 0.0477198, -0.0488959
7268, 0.0477198, -0.0488959
7269, 0.0477198, -0.0488959
7270, 0.0477198, -0.0488959
7271, 0.0477198, -0.0488959
7272, 0.0477198, -0.0488959
7273, 0.0477198, -0.0488959
7274, 0.0477198, -0.0488959
7275, 0.0477198, -0.0488959
7276, 0.0477198, -0.0488959
7277, 0.0477198, -0.0488959
7278, 0.0477198, -0.0488959
7279, 0.0477198, -0.0488959
7280, 0.0477198, -0.0488959
7281, 0.0477198, -0.0488959
7282, 0.0477198, -0.0488959
7283, 0.0477198, -0.0488959
7284, 0.0477198, -0.0488959
7285, 0.0477198, -0.0488959
7286, 0.0477198, -0.0488959
7287, 0.0477198, -0.0488959
7288, 0.0477198, -0.0488959
7289, 0.0477198, -0.0488959
7290, 0.0477198, -0.0488959
7334, 0.047253, -0.0484059
7335, 0.047253, -0.0484059
7336, 0.047253, -0.0484059
7337, 0.047253, -0.0484059
7338, 0.047253, -0.0484059
7339, 0.047253, -0.0484059
7340, 0.047253, -0.0484059
7445, 0.0476487, -0.0488213
7446, 0.0474446, -0.048607
7447, 0.0472715, -0.0484253
7448, 0.0471157, -0.0482618
7449, 0.0469755, -0.0481147
7450, 0.0468493, -0.0479823
7451, 0.0467357, -0.0478631
7452, 0.0466335, -0.0477559
8693, 0.0473862, -0.0485458
8694, 0.0473862, -0.0485458
8695, 0.0473862, -0.0485458
8696, 0.0473862, -0.0485458
8697, 0.0473862, -0.0485458
8698, 0.0473862, -0.0485458
8699, 0.0473862, -0.0485458
8700, 0.0473862, -0.0485458
8701, 0.0473862, -0.0485458
8702, 0.0473862, -0.0485458
8703, 0.0473862, -0.0485458
8920, 0.351424, -1.04576
8921, 0.198684, -0.2215
8922, 0.395032, -0.50258
8923, 0.36945, -0.461163
8924, 0.346033, -0.424698
8925, 0.325038, -1.12381
8926, 0.189861, -0.21055
8927, 0.374317, -0.468912
8928, 0.350172, -1.04933
8929, 0.19826, -1.61818
8931, 0.0477198, -0.0488959
9256, 0.153925, -1.87129
9267, 0.0473862, -3.04942
9268, 0.0459205, -0.0470082
9277, 0.0473862, -0.0485458
9278, 0.0473862, -0.0485458
9300, 0.0473862, -0.0485458
9301, 0.0473862, -0.0485458
9302, 0.0473862, -0.0485458
9303, 0.0473862, -3.04942
9304, 0.0459205, -0.0470082
9305, 0.0473862, -0.0485458
9364, 0.153925, -0.167147
9365, 0.153925, -0.167147
9366, 0.153925, -0.167147
9367, 0.153925, -0.167147
9368, 0.153925, -0.167147
9369, 0.153925, -0.167147
9370, 0.153925, -0.167147
9371, 0.153925, -0.167147
9372, 0.153925, -0.167147
9373, 0.153925, -1.87129
9374, 0.121826, -0.129911
9375, 0.153925, -1.87129
9376, 0.0459205, -0.0470082
9384, 0.0510905, -0.0524419
9385, 0.0505926, -0.0519173
9386, 0.0501779, -0.0514806
10136, 0.0473862, -0.0485458
10137, 0.0473862, -0.0485458
10138, 0.0473862, -0.0485458
10139, 0.0473862, -0.0485458
10140, 0.0473862, -0.0485458
10141, 0.0473862, -0.0485458
10142, 0.0473862, -0.0485458
10143, 0.0473862, -0.0485458
10144, 0.0473862, -0.0485458
10145, 0.0473862, -0.0485458
10146, 0.0473862, -0.0485458
10190, 0.0473862, -0.0485458
10191, 0.0473862, -0.0485458
10192, 0.0473862, -0.0485458
10193, 0.0473862, -0.0485458
10194, 0.0473862, -0.0485458
10195, 0.0473862, -0.0485458
10196, 0.0473862, -0.0485458
10541, 0.0460654, -0.0471602
10542, 0.0460654, -0.0471602
10543, 0.0460654, -0.0471602
10544, 0.0460654, -0.0471602
10545, 0.0460654, -0.0471602
10546, 0.0460654, -0.0471602
10547, 0.0460654, -0.0471602
10548, 0.0460654, -3.07769
10549, 0.0445098, -3.11205
10550, 0.0445098, -0.0455308
10660, 0.188793, -1.6671
10675, 0.0510905, -0.0524419
10676, 0.0505926, -0.0519173
10677, 0.0501779, -0.0514806
10678, 0.0498047, -0.0510877
10679, 0.0494688, -0.0507343
10680, 0.0491665, -3.01254
10681, 0.0484464, -0.0496592
10682, 0.0486495, -3.02311
10683, 0.0478012, -0.0489814
11378, 0.0460654, -0.0471602
11379, 0.0460654, -0.0471602
11380, 0.0460654, -0.0471602
11381, 0.0460654, -0.0471602
11382, 0.0460654, -0.0471602
11383, 0.0460654, -0.0471602
11384, 0.0460654, -0.0471602
11459, 0.0473862, -0.0485458
11460, 0.0473862, -0.0485458
11461, 0.0473862, -0.0485458
11462, 0.0473862, -0.0485458
11463, 0.0473862, -0.0485458
11464, 0.0473862, -0.0485458
11465, 0.0473862, -0.0485458
11648, 0.0473862, -0.0485458
11649, 0.0473862, -0.0485458
11650, 0.0473862, -0.0485458
11651, 0.0473862, -0.0485458
11652, 0.0473862, -0.0485458
11653, 0.0473862, -0.0485458
11654, 0.0473862, -0.0485458
11921, 0.047266, -3.05196
12307, 0.0459652, -0.0470551
12308, 0.0459652, -0.0470551
12309, 0.0475426, -0.0487099
12310, 0.047324, -0.0484804
12311, 0.0471411, -0.0482884
12312, 0.0469764, -0.0481156
12313, 0.0468283, -0.0479602
12314, 0.0466949, -0.0478203
12315, 0.0465749, -0.0476944
12316, 0.0464669, -0.0475811
12317, 0.0463901, -0.0475006
12318, 0.0491719, -0.050422
12319, 0.0486292, -0.0498514
12320, 0.0481618, -0.0493602
12321, 0.0477411, -0.0489183
12322, 0.0473625, -0.0485208
12323, 0.0471599, -0.0483081
12324, 0.0469934, -0.0481334
12325, 0.0468435, -0.0479762
12326, 0.0467086, -0.0478347
12327, 0.0465873, -0.0477074
12328, 0.046478, -0.0475928
12329, 0.046395, -0.0475057
12330, 0.046352, -0.0474606
12331, 0.0463133, -0.0474201
12332, 0.0462785, -0.0473836
12333, 0.0462471, -0.0473507
12411, 0.047266, -0.0484195
12412, 0.0470757, -0.0482198
12413, 0.046916, -0.0480522
12414, 0.0467723, -0.0479015
12415, 0.046643, -0.0477658
12416, 0.0465266, -0.0476437
12417, 0.0464218, -0.0475339
12418, 0.0463276, -0.047435
12419, 0.0462601, -0.0473643
12420, 0.046222, -0.0473243
12423, 0.0458791, -0.0469648
12424, 0.0458791, -0.0469648
12425, 0.0458791, -0.0469648
12426, 0.0458791, -0.0469648
12427, 0.0458791, -0.0469648
12428, 0.0458791, -0.0469648
12429, 0.0458791, -0.0469648
12430, 0.0458791, -0.0469648
12936, 0.0510905, -0.0524419
12937, 0.0505926, -0.0519173
12938, 0.0501779, -2.99218
13396, 0.0460654, -0.0471602
13397, 0.0460654, -0.0471602
13398, 0.0460654, -0.0471602
13399, 0.0460654, -0.0471602
13400, 0.0460654, -0.0471602
13401, 0.0460654, -0.0471602
13402, 0.0460654, -0.0471602
13403, 0.0460654, -0.0471602
13404, 0.0460654, -0.0471602
13405, 0.0460654, -0.0471602
13406, 0.0460654, -0.0471602
13820, 0.047266, -0.0484195
13821, 0.0470757, -0.0482198
13822, 0.046916, -0.0480522
14822, 0.114337, -0.121418
14823, 0.145166, -1.92988
14824, 0.0471456, -0.0482932
15386, 0.0468055, -0.0479363
15388, 0.0456437, -0.0467182
15626, 0.238106, -1.43504
15648, 0.0473862, -0.0485458
15649, 0.0473862, -0.0485458
15815, 0.0481511, -0.0493489
15816, 0.0481511, -0.0493489
15817, 0.0481511, -0.0493489
15818, 0.0481511, -0.0493489
15819, 0.0481511, -0.0493489
15820, 0.0481511, -0.0493489
15821, 0.0481511, -0.0493489
15822, 0.0481511, -0.0493489
15823, 0.0481511, -0.0493489
15824, 0.0481511, -0.0493489
15825, 0.0481511, -0.0493489
15826, 0.0481511, -0.0493489
15827, 0.0481511, -0.0493489
15828, 0.0481511, -0.0493489
15829, 0.0481511, -0.0493489
15830, 0.0481511, -0.0493489
15831, 0.0481511, -0.0493489
15832, 0.0481511, -0.0493489
15833, 0.0481511, -0.0493489
15834, 0.0481511, -0.0493489
15835, 0.0481511, -0.0493489
15836, 0.0481511, -0.0493489
15837, 0.0481511, -0.0493489
15838, 0.0481511, -0.0493489
15839, 0.0481511, -0.0493489
15840, 0.0481511, -0.0493489
15841, 0.0481511, -0.0493489
15862, 0.0510905, -0.0524419
15863, 0.0505926, -0.0519173
15864, 0.0501779, -0.0514806
15865, 0.0498047, -0.0510877
15866, 0.0494688, -0.0507343
15867, 0.0491665, -0.0504163
15868, 0.0488944, -0.0501302
16068, 0.0475107, -0.0486764
16069, 0.0473658, -0.0485243
16070, 0.0472411, -0.0483934
16071, 0.0471289, -0.0482756
16072, 0.0470279, -0.0481696
16073, 0.0469369, -0.0480742
16074, 0.0468551, -0.0479884
16214, 0.0473862, -0.0485458
16215, 0.0473862, -0.0485458
16216, 0.0473862, -0.0485458
16217, 0.0473862, -0.0485458
16218, 0.0473862, -0.0485458
16581, 0.0465295, -0.0476468
16582, 0.0465295, -0.0476468
16583, 0.0465295, -0.0476468
16584, 0.0465295, -0.0476468
16585, 0.0465295, -0.0476468
16586, 0.0465295, -0.0476468
16587, 0.0465295, -0.0476468
16588, 0.0465295, -0.0476468
16589, 0.0465295, -0.0476468
16590, 0.0465295, -0.0476468
16591, 0.0465295, -0.0476468
16592, 0.0465295, -0.0476468
16593, 0.0465295, -0.0476468
16594, 0.0465295, -0.0476468
16595, 0.0465295, -0.0476468
16596, 0.0465295, -0.0476468
16597, 0.0465295, -0.0476468
16598, 0.0465295, -0.0476468
16599, 0.0465295, -0.0476468
16600, 0.0465295, -0.0476468
16601, 0.0465295, -0.0476468
16602, 0.0465295, -0.0476468
16603, 0.0465295, -0.0476468
16604, 0.0465295, -0.0476468
16652, 0.0465295, -0.0476468
16653, 0.0465295, -0.0476468
16654, 0.0465295, -0.0476468
16655, 0.0465295, -0.0476468
16656, 0.0465295, -0.0476468
16657, 0.0465295, -0.0476468
16658, 0.0465295, -0.0476468
16659, 0.0465295, -0.0476468
16660, 0.0465295, -0.0476468
16661, 0.0465295, -0.0476468
16796, 0.0452657, -0.0463222
16797, 0.0452657, -0.0463222
16798, 0.0452657, -3.09521
16799, 0.0387608, -0.039532
16800, 0.0452657, -0.0463222
16818, 0.0465295, -0.0476468
16819, 0.0465295, -0.0476468
16820, 0.0465295, -0.0476468
16821, 0.0465295, -0.0476468
16822, 0.0465295, -0.0476468
16823, 0.0465295, -0.0476468
16824, 0.0465295, -0.0476468
16825, 0.0465295, -0.0476468
16826, 0.0465295, -0.0476468
16827, 0.0465295, -0.0476468
16926, 0.0458873, -0.0469735
16927, 0.0458873, -0.0469735
16928, 0.0458873, -0.0469735
16929, 0.0458873, -0.0469735
16930, 0.0458873, -0.0469735
16931, 0.0458873, -0.0469735
16932, 0.0458873, -0.0469735
16933, 0.0458873, -0.0469735
16934, 0.0458873, -0.0469735
16935, 0.0458873, -0.0469735
17007, 0.0463524, -0.0474611
17008, 0.0463524, -0.0474611
17009, 0.0463524, -0.0474611
17010, 0.0463524, -0.0474611
17011, 0.0463524, -0.0474611
17012, 0.0463524, -0.0474611
17013, 0.0463524, -0.0474611
17014, 0.0463524, -0.0474611
17015, 0.0463524, -0.0474611
17016, 0.0463524, -0.0474611
17395, 0.0460093, -0.0471014
17396, 0.0460093, -0.0471014
17397, 0.0460093, -0.0471014
17543, 0.0497211, -0.0509998
17544, 0.0494855, -0.0507519
17545, 0.0492826, -0.0505385
17569, 0.0481511, -0.0493489
17582, 0.0500992, -2.99375
17583, 0.0509097, -2.9777
17638, 0.227528, -0.258159
17639, 0.298336, -0.354301
17640, 0.282692, -0.332251
17641, 0.268991, -0.313329
17642, 0.257076, -0.297161
17643, 0.247782, -1.39521
17661, 0.0500992, -0.0513977
17662, 0.0498715, -0.051158
17663, 0.0496748, -0.0509511
17978, 0.139438, -0.15017
17979, 0.139438, -0.15017
17980, 0.139438, -0.15017
17981, 0.139438, -1.97013
17982, 0.107894, -0.114171
17983, 0.139438, -0.15017
17984, 0.139438, -0.15017
17985, 0.139438, -0.15017
18511, 0.0458791, -0.0469648
18512, 0.0458791, -0.0469648
18513, 0.0458791, -0.0469648
18514, 0.0458791, -0.0469648
18515, 0.0458791, -0.0469648
18516, 0.0458791, -0.0469648
18517, 0.0458791, -0.0469648
18518, 0.0458791, -0.0469648
18519, 0.0458791, -0.0469648
18520, 0.0458791, -0.0469648
18521, 0.0458791, -0.0469648
18522, 0.0458791, -0.0469648
18523, 0.0458791, -0.0469648
18524, 0.0458791, -0.0469648
18589, 0.0458791, -0.0469648
18780, 0.047266, -0.0484195
18781, 0.0470757, -0.0482198
18782, 0.046916, -0.0480522
18783, 0.0467723, -0.0479015
18784, 0.046643, -0.0477658
18785, 0.0465266, -0.0476437
18786, 0.0464218, -0.0475339
18787, 0.0463276, -0.047435
