NAICS, region, gravity, DAVgrid, DAV, orderedvio, laginv, lag2inv, value
21, 9, 2, 1, 0.5, 2, 0, 0, -3.45941
21, 9, 2, 2, 1, 2, 0, 0, -3.75104
21, 9, 2, 3, 1.5, 2, 0, 0, -4.11963
21, 9, 2, 4, 2, 2, 0, 0, -4.59301
21, 9, 2, 5, 2.5, 2, 0, 0, -5.21403
21, 9, 2, 6, 3, 2, 0, 0, -6.03988
21, 9, 2, 7, 3.5, 2, 0, 0, -7.14191
21, 9, 2, 8, 4, 2, 0, 0, -8.61188
21, 9, 2, 9, 4.5, 2, 0, 0, -10.5562
21, 9, 2, 10, 5, 2, 0, 0, -13.0918
21, 9, 2, 11, 5.5, 2, 0, 0, -16.3595
21, 9, 2, 12, 6, 2, 0, 0, -20.3133
21, 9, 2, 13, 6.5, 2, 0, 0, -24.859
21, 9, 2, 14, 7, 2, 0, 0, -29.8511
21, 9, 2, 15, 7.5, 2, 0, 0, -35.1069
21, 9, 2, 16, 8, 2, 0, 0, -40.426
21, 9, 2, 17, 8.5, 2, 0, 0, -45.5906
21, 9, 2, 18, 9, 2, 0, 0, -50.3224
21, 9, 2, 19, 9.5, 2, 0, 0, -54.0347
21, 9, 2, 0, 0, 1, 0, 1, -1.90314
21, 9, 2, 1, 0.5, 1, 0, 1, -2.10751
21, 9, 2, 2, 1, 1, 0, 1, -2.37352
21, 9, 2, 3, 1.5, 1, 0, 1, -2.72089
21, 9, 2, 4, 2, 1, 0, 1, -3.18676
21, 9, 2, 5, 2.5, 1, 0, 1, -3.81845
21, 9, 2, 6, 3, 1, 0, 1, -4.68193
21, 9, 2, 7, 3.5, 1, 0, 1, -5.85736
21, 9, 2, 8, 4, 1, 0, 1, -7.44875
21, 9, 2, 9, 4.5, 1, 0, 1, -9.5699
21, 9, 2, 10, 5, 1, 0, 1, -12.3456
21, 9, 2, 11, 5.5, 1, 0, 1, -15.9074
21, 9, 2, 12, 6, 1, 0, 1, -20.1817
21, 9, 2, 13, 6.5, 1, 0, 1, -25.0329
21, 9, 2, 14, 7, 1, 0, 1, -30.283
21, 9, 2, 15, 7.5, 1, 0, 1, -35.7139
21, 9, 2, 16, 8, 1, 0, 1, -41.1009
21, 9, 2, 17, 8.5, 1, 0, 1, -46.217
21, 9, 2, 18, 9, 1, 0, 1, -50.8282
21, 9, 2, 19, 9.5, 1, 0, 1, -54.297
21, 9, 2, 0, 0, 2, 0, 1, -3.19405
21, 9, 2, 1, 0.5, 2, 0, 1, -3.44516
21, 9, 2, 2, 1, 2, 0, 1, -3.75754
21, 9, 2, 3, 1.5, 2, 0, 1, -4.14771
21, 9, 2, 4, 2, 2, 0, 1, -4.65218
21, 9, 2, 5, 2.5, 2, 0, 1, -5.31182
21, 9, 2, 6, 3, 2, 0, 1, -6.18663
21, 9, 2, 7, 3.5, 2, 0, 1, -7.35232
21, 9, 2, 8, 4, 2, 0, 1, -8.89783
21, 9, 2, 9, 4.5, 2, 0, 1, -10.9316
21, 9, 2, 10, 5, 2, 0, 1, -13.5699
21, 9, 2, 11, 5.5, 2, 0, 1, -16.9398
21, 9, 2, 12, 6, 2, 0, 1, -20.977
21, 9, 2, 13, 6.5, 2, 0, 1, -25.5796
21, 9, 2, 14, 7, 2, 0, 1, -30.5975
21, 9, 2, 15, 7.5, 2, 0, 1, -35.8472
21, 9, 2, 16, 8, 2, 0, 1, -41.1305
21, 9, 2, 17, 8.5, 2, 0, 1, -46.2357
21, 9, 2, 18, 9, 2, 0, 1, -50.8886
21, 9, 2, 19, 9.5, 2, 0, 1, -54.4979
21, 9, 2, 0, 0, 1, 1, 0, -1.88332
21, 9, 2, 1, 0.5, 1, 1, 0, -2.0422
21, 9, 2, 2, 1, 1, 1, 0, -2.24784
21, 9, 2, 3, 1.5, 1, 1, 0, -2.51865
21, 9, 2, 4, 2, 1, 1, 0, -2.8938
21, 9, 2, 5, 2.5, 1, 1, 0, -3.42687
21, 9, 2, 6, 3, 1, 1, 0, -4.19541
21, 9, 2, 7, 3.5, 1, 1, 0, -5.29433
21, 9, 2, 8, 4, 1, 1, 0, -6.84673
21, 9, 2, 9, 4.5, 1, 1, 0, -8.9814
21, 9, 2, 10, 5, 1, 1, 0, -11.8313
21, 9, 2, 11, 5.5, 1, 1, 0, -15.5131
21, 9, 2, 12, 6, 1, 1, 0, -19.9421
21, 9, 2, 13, 6.5, 1, 1, 0, -24.9575
21, 9, 2, 14, 7, 1, 1, 0, -30.3591
21, 9, 2, 15, 7.5, 1, 1, 0, -35.9085
21, 9, 2, 16, 8, 1, 1, 0, -41.3814
21, 9, 2, 17, 8.5, 1, 1, 0, -46.5433
21, 9, 2, 18, 9, 1, 1, 0, -51.1662
21, 9, 2, 19, 9.5, 1, 1, 0, -54.6424
21, 9, 2, 0, 0, 2, 1, 0, -1.98211
21, 9, 2, 1, 0.5, 2, 1, 0, -2.07411
21, 9, 2, 2, 1, 2, 1, 0, -2.21514
21, 9, 2, 3, 1.5, 2, 1, 0, -2.41735
21, 9, 2, 4, 2, 2, 1, 0, -2.71343
21, 9, 2, 5, 2.5, 2, 1, 0, -3.14804
21, 9, 2, 6, 3, 2, 1, 0, -3.78171
21, 9, 2, 7, 3.5, 2, 1, 0, -4.68912
21, 9, 2, 8, 4, 2, 1, 0, -5.97768
21, 9, 2, 9, 4.5, 2, 1, 0, -7.76141
21, 9, 2, 10, 5, 2, 1, 0, -10.1836
21, 9, 2, 11, 5.5, 2, 1, 0, -13.3705
21, 9, 2, 12, 6, 2, 1, 0, -17.3204
21, 9, 2, 13, 6.5, 2, 1, 0, -21.9589
21, 9, 2, 14, 7, 2, 1, 0, -27.1367
21, 9, 2, 15, 7.5, 2, 1, 0, -32.6508
21, 9, 2, 16, 8, 2, 1, 0, -38.268
21, 9, 2, 17, 8.5, 2, 1, 0, -43.7374
21, 9, 2, 18, 9, 2, 1, 0, -48.7544
21, 9, 2, 19, 9.5, 2, 1, 0, -52.738
21, 9, 2, 0, 0, 1, 1, 1, -1.9015
21, 9, 2, 1, 0.5, 1, 1, 1, -2.02829
21, 9, 2, 2, 1, 1, 1, 1, -2.19859
21, 9, 2, 3, 1.5, 1, 1, 1, -2.43416
21, 9, 2, 4, 2, 1, 1, 1, -2.77675
21, 9, 2, 5, 2.5, 1, 1, 1, -3.28536
21, 9, 2, 6, 3, 1, 1, 1, -4.03794
21, 9, 2, 7, 3.5, 1, 1, 1, -5.13268
21, 9, 2, 8, 4, 1, 1, 1, -6.68954
21, 9, 2, 9, 4.5, 1, 1, 1, -8.83291
21, 9, 2, 10, 5, 1, 1, 1, -11.6943
21, 9, 2, 11, 5.5, 1, 1, 1, -15.3762
21, 9, 2, 12, 6, 1, 1, 1, -19.7993
21, 9, 2, 13, 6.5, 1, 1, 1, -24.8123
21, 9, 2, 14, 7, 1, 1, 1, -30.215
21, 9, 2, 15, 7.5, 1, 1, 1, -35.7777
21, 9, 2, 16, 8, 1, 1, 1, -41.2706
21, 9, 2, 17, 8.5, 1, 1, 1, -46.4648
21, 9, 2, 18, 9, 1, 1, 1, -51.1104
21, 9, 2, 19, 9.5, 1, 1, 1, -54.6062
21, 9, 2, 0, 0, 2, 1, 1, -2.14375
21, 9, 2, 1, 0.5, 2, 1, 1, -2.29788
21, 9, 2, 2, 1, 2, 1, 1, -2.5116
21, 9, 2, 3, 1.5, 2, 1, 1, -2.80709
21, 9, 2, 4, 2, 2, 1, 1, -3.22333
21, 9, 2, 5, 2.5, 2, 1, 1, -3.80903
21, 9, 2, 6, 3, 2, 1, 1, -4.62598
21, 9, 2, 7, 3.5, 2, 1, 1, -5.75716
21, 9, 2, 8, 4, 2, 1, 1, -7.30097
21, 9, 2, 9, 4.5, 2, 1, 1, -9.36827
21, 9, 2, 10, 5, 2, 1, 1, -12.0718
21, 9, 2, 11, 5.5, 2, 1, 1, -15.5215
21, 9, 2, 12, 6, 2, 1, 1, -19.6575
21, 9, 2, 13, 6.5, 2, 1, 1, -24.3678
21, 9, 2, 14, 7, 2, 1, 1, -29.4927
21, 9, 2, 15, 7.5, 2, 1, 1, -34.8434
21, 9, 2, 16, 8, 2, 1, 1, -40.2181
21, 9, 2, 17, 8.5, 2, 1, 1, -45.4013
21, 9, 2, 18, 9, 2, 1, 1, -50.1171
21, 9, 2, 19, 9.5, 2, 1, 1, -53.7924
21, 9, 3, 0, 0, 0, 0, 0, -2.58313
21, 9, 3, 0, 0, 1, 0, 0, -2.98616
21, 9, 3, 1, 0.5, 1, 0, 0, -3.27328
21, 9, 3, 2, 1, 1, 0, 0, -3.66598
21, 9, 3, 3, 1.5, 1, 0, 0, -4.21701
21, 9, 3, 4, 2, 1, 0, 0, -5.01414
21, 9, 3, 5, 2.5, 1, 0, 0, -6.17969
21, 9, 3, 6, 3, 1, 0, 0, -7.88693
21, 9, 3, 7, 3.5, 1, 0, 0, -10.3542
21, 9, 3, 8, 4, 1, 0, 0, -13.8218
21, 9, 3, 9, 4.5, 1, 0, 0, -18.5114
21, 9, 3, 10, 5, 1, 0, 0, -24.5627
21, 9, 3, 11, 5.5, 1, 0, 0, -31.9773
21, 9, 3, 12, 6, 1, 0, 0, -40.3066
21, 9, 3, 13, 6.5, 1, 0, 0, -49.0624
21, 9, 3, 14, 7, 1, 0, 0, -57.7881
21, 9, 3, 15, 7.5, 1, 0, 0, -66.1131
21, 9, 3, 16, 8, 1, 0, 0, -73.7644
21, 9, 3, 17, 8.5, 1, 0, 0, -80.5758
21, 9, 3, 18, 9, 1, 0, 0, -86.2948
21, 9, 3, 19, 9.5, 1, 0, 0, -90.3673
21, 9, 3, 0, 0, 2, 0, 0, -4.04682
21, 9, 3, 1, 0.5, 2, 0, 0, -4.38528
21, 9, 3, 2, 1, 2, 0, 0, -4.84872
21, 9, 3, 3, 1.5, 2, 0, 0, -5.47711
21, 9, 3, 4, 2, 2, 0, 0, -6.36241
21, 9, 3, 5, 2.5, 2, 0, 0, -7.61168
21, 9, 3, 6, 3, 2, 0, 0, -9.38063
21, 9, 3, 7, 3.5, 2, 0, 0, -11.8608
21, 9, 3, 8, 4, 2, 0, 0, -15.2549
21, 9, 3, 9, 4.5, 2, 0, 0, -19.7551
21, 9, 3, 10, 5, 2, 0, 0, -25.491
21, 9, 3, 11, 5.5, 2, 0, 0, -32.4957
21, 9, 3, 12, 6, 2, 0, 0, -40.3988
21, 9, 3, 13, 6.5, 2, 0, 0, -48.801
21, 9, 3, 14, 7, 2, 0, 0, -57.3023
21, 9, 3, 15, 7.5, 2, 0, 0, -65.5542
21, 9, 3, 16, 8, 2, 0, 0, -73.286
21, 9, 3, 17, 8.5, 2, 0, 0, -80.2769
21, 9, 3, 18, 9, 2, 0, 0, -86.2808
21, 9, 3, 19, 9.5, 2, 0, 0, -90.7302
21, 9, 3, 0, 0, 1, 0, 1, -3.02494
21, 9, 3, 1, 0.5, 1, 0, 1, -3.30854
21, 9, 3, 2, 1, 1, 0, 1, -3.69562
21, 9, 3, 3, 1.5, 1, 0, 1, -4.23748
21, 9, 3, 4, 2, 1, 0, 1, -5.02314
21, 9, 3, 5, 2.5, 1, 0, 1, -6.17439
21, 9, 3, 6, 3, 1, 0, 1, -7.86549
21, 9, 3, 7, 3.5, 1, 0, 1, -10.3154
21, 9, 3, 8, 4, 1, 0, 1, -13.7646
21, 9, 3, 9, 4.5, 1, 0, 1, -18.4341
21, 9, 3, 10, 5, 1, 0, 1, -24.4637
21, 9, 3, 11, 5.5, 1, 0, 1, -31.8517
21, 9, 3, 12, 6, 1, 0, 1, -40.1572
21, 9, 3, 13, 6.5, 1, 0, 1, -48.9056
21, 9, 3, 14, 7, 1, 0, 1, -57.6435
21, 9, 3, 15, 7.5, 1, 0, 1, -65.9938
21, 9, 3, 16, 8, 1, 0, 1, -73.6703
21, 9, 3, 17, 8.5, 1, 0, 1, -80.516
21, 9, 3, 18, 9, 1, 0, 1, -86.2562
21, 9, 3, 19, 9.5, 1, 0, 1, -90.3483
21, 9, 3, 0, 0, 2, 0, 1, -4.02915
21, 9, 3, 1, 0.5, 2, 0, 1, -4.39592
21, 9, 3, 2, 1, 2, 0, 1, -4.89022
21, 9, 3, 3, 1.5, 2, 0, 1, -5.5662
21, 9, 3, 4, 2, 2, 0, 1, -6.50969
21, 9, 3, 5, 2.5, 2, 0, 1, -7.84402
21, 9, 3, 6, 3, 2, 0, 1, -9.72567
21, 9, 3, 7, 3.5, 2, 0, 1, -12.3469
21, 9, 3, 8, 4, 2, 0, 1, -15.909
21, 9, 3, 9, 4.5, 2, 0, 1, -20.5925
21, 9, 3, 10, 5, 2, 0, 1, -26.5083
21, 9, 3, 11, 5.5, 2, 0, 1, -33.6507
21, 9, 3, 12, 6, 2, 0, 1, -41.6221
21, 9, 3, 13, 6.5, 2, 0, 1, -50.0219
21, 9, 3, 14, 7, 2, 0, 1, -58.4617
21, 9, 3, 15, 7.5, 2, 0, 1, -66.6108
21, 9, 3, 16, 8, 2, 0, 1, -74.2131
21, 9, 3, 17, 8.5, 2, 0, 1, -81.0663
21, 9, 3, 18, 9, 2, 0, 1, -86.9353
21, 9, 3, 19, 9.5, 2, 0, 1, -91.2317
21, 9, 3, 0, 0, 1, 1, 0, -2.92265
21, 9, 3, 1, 0.5, 1, 1, 0, -3.14181
21, 9, 3, 2, 1, 1, 1, 0, -3.44455
21, 9, 3, 3, 1.5, 1, 1, 0, -3.88102
21, 9, 3, 4, 2, 1, 1, 0, -4.54358
21, 9, 3, 5, 2.5, 1, 1, 0, -5.56118
21, 9, 3, 6, 3, 1, 1, 0, -7.12324
21, 9, 3, 7, 3.5, 1, 1, 0, -9.46768
21, 9, 3, 8, 4, 1, 1, 0, -12.8553
21, 9, 3, 9, 4.5, 1, 1, 0, -17.5234
21, 9, 3, 10, 5, 1, 1, 0, -23.6172
21, 9, 3, 11, 5.5, 1, 1, 0, -31.1085
21, 9, 3, 12, 6, 1, 1, 0, -39.5651
21, 9, 3, 13, 6.5, 1, 1, 0, -48.4938
21, 9, 3, 14, 7, 1, 1, 0, -57.4236
21, 9, 3, 15, 7.5, 1, 1, 0, -65.9533
21, 9, 3, 16, 8, 1, 1, 0, -73.7734
21, 9, 3, 17, 8.5, 1, 1, 0, -80.736
21, 9, 3, 18, 9, 1, 1, 0, -86.534
21, 9, 3, 19, 9.5, 1, 1, 0, -90.6444
21, 9, 3, 0, 0, 2, 1, 0, -2.76437
21, 9, 3, 1, 0.5, 2, 1, 0, -2.89896
21, 9, 3, 2, 1, 2, 1, 0, -3.11501
21, 9, 3, 3, 1.5, 2, 1, 0, -3.47291
21, 9, 3, 4, 2, 2, 1, 0, -4.05181
21, 9, 3, 5, 2.5, 2, 1, 0, -4.97104
21, 9, 3, 6, 3, 2, 1, 0, -6.41154
21, 9, 3, 7, 3.5, 2, 1, 0, -8.57561
21, 9, 3, 8, 4, 2, 1, 0, -11.7086
21, 9, 3, 9, 4.5, 2, 1, 0, -16.0342
21, 9, 3, 10, 5, 2, 1, 0, -21.7059
21, 9, 3, 11, 5.5, 2, 1, 0, -28.7443
21, 9, 3, 12, 6, 2, 1, 0, -36.8316
21, 9, 3, 13, 6.5, 2, 1, 0, -45.5427
21, 9, 3, 14, 7, 2, 1, 0, -54.4324
21, 9, 3, 15, 7.5, 2, 1, 0, -63.0995
21, 9, 3, 16, 8, 2, 1, 0, -71.2251
21, 9, 3, 17, 8.5, 2, 1, 0, -78.5588
21, 9, 3, 18, 9, 2, 1, 0, -84.8385
21, 9, 3, 19, 9.5, 2, 1, 0, -89.5146
21, 9, 3, 0, 0, 1, 1, 1, -2.86883
21, 9, 3, 1, 0.5, 1, 1, 1, -3.04622
21, 9, 3, 2, 1, 1, 1, 1, -3.30208
21, 9, 3, 3, 1.5, 1, 1, 1, -3.68954
21, 9, 3, 4, 2, 1, 1, 1, -4.30241
21, 9, 3, 5, 2.5, 1, 1, 1, -5.27648
21, 9, 3, 6, 3, 1, 1, 1, -6.80201
21, 9, 3, 7, 3.5, 1, 1, 1, -9.11421
21, 9, 3, 8, 4, 1, 1, 1, -12.4786
21, 9, 3, 9, 4.5, 1, 1, 1, -17.1232
21, 9, 3, 10, 5, 1, 1, 1, -23.1975
21, 9, 3, 11, 5.5, 1, 1, 1, -30.6613
21, 9, 3, 12, 6, 1, 1, 1, -39.104
21, 9, 3, 13, 6.5, 1, 1, 1, -48.0509
21, 9, 3, 14, 7, 1, 1, 1, -57.0308
21, 9, 3, 15, 7.5, 1, 1, 1, -65.6317
21, 9, 3, 16, 8, 1, 1, 1, -73.5378
21, 9, 3, 17, 8.5, 1, 1, 1, -80.5676
21, 9, 3, 18, 9, 1, 1, 1, -86.4292
21, 9, 3, 19, 9.5, 1, 1, 1, -90.5888
21, 9, 3, 0, 0, 2, 1, 1, -2.94793
21, 9, 3, 1, 0.5, 2, 1, 1, -3.16825
21, 9, 3, 2, 1, 2, 1, 1, -3.51238
21, 9, 3, 3, 1.5, 2, 1, 1, -4.04763
21, 9, 3, 4, 2, 2, 1, 1, -4.86231
21, 9, 3, 5, 2.5, 2, 1, 1, -6.10355
21, 9, 3, 6, 3, 2, 1, 1, -7.93065
21, 9, 3, 7, 3.5, 2, 1, 1, -10.5541
21, 9, 3, 8, 4, 2, 1, 1, -14.1688
21, 9, 3, 9, 4.5, 2, 1, 1, -18.9453
21, 9, 3, 10, 5, 2, 1, 1, -24.9813
21, 9, 3, 11, 5.5, 2, 1, 1, -32.2279
21, 9, 3, 12, 6, 2, 1, 1, -40.3105
21, 9, 3, 13, 6.5, 2, 1, 1, -48.8192
21, 9, 3, 14, 7, 2, 1, 1, -57.3619
21, 9, 3, 15, 7.5, 2, 1, 1, -65.6062
21, 9, 3, 16, 8, 2, 1, 1, -73.2944
21, 9, 3, 17, 8.5, 2, 1, 1, -80.2194
21, 9, 3, 18, 9, 2, 1, 1, -86.1379
21, 9, 3, 19, 9.5, 2, 1, 1, -90.4891
21, 9, 4, 0, 0, 0, 0, 0, -2.18279
21, 9, 4, 0, 0, 1, 0, 0, -2.61739
21, 9, 4, 1, 0.5, 1, 0, 0, -2.919
21, 9, 4, 2, 1, 1, 0, 0, -3.33323
21, 9, 4, 3, 1.5, 1, 0, 0, -3.91187
21, 9, 4, 4, 2, 1, 0, 0, -4.73937
21, 9, 4, 5, 2.5, 1, 0, 0, -5.93684
21, 9, 4, 6, 3, 1, 0, 0, -7.66734
21, 9, 4, 7, 3.5, 1, 0, 0, -10.1282
21, 9, 4, 8, 4, 1, 0, 0, -13.5265
21, 9, 4, 9, 4.5, 1, 0, 0, -18.0393
21, 9, 4, 10, 5, 1, 0, 0, -23.7622
21, 9, 4, 11, 5.5, 1, 0, 0, -30.6537
21, 9, 4, 12, 6, 1, 0, 0, -38.293
21, 9, 4, 13, 6.5, 1, 0, 0, -46.256
21, 9, 4, 14, 7, 1, 0, 0, -54.1713
21, 9, 4, 15, 7.5, 1, 0, 0, -61.751
21, 9, 4, 16, 8, 1, 0, 0, -68.794
21, 9, 4, 17, 8.5, 1, 0, 0, -75.1224
21, 9, 4, 18, 9, 1, 0, 0, -80.525
21, 9, 4, 19, 9.5, 1, 0, 0, -84.4243
21, 9, 4, 0, 0, 2, 0, 0, -3.54054
21, 9, 4, 1, 0.5, 2, 0, 0, -3.86652
21, 9, 4, 2, 1, 2, 0, 0, -4.30234
21, 9, 4, 3, 1.5, 2, 0, 0, -4.90392
21, 9, 4, 4, 2, 2, 0, 0, -5.74772
21, 9, 4, 5, 2.5, 2, 0, 0, -6.9393
21, 9, 4, 6, 3, 2, 0, 0, -8.62345
21, 9, 4, 7, 3.5, 2, 0, 0, -10.9696
21, 9, 4, 8, 4, 2, 0, 0, -14.1584
21, 9, 4, 9, 4.5, 2, 0, 0, -18.3563
21, 9, 4, 10, 5, 2, 0, 0, -23.6699
21, 9, 4, 11, 5.5, 2, 0, 0, -30.1184
21, 9, 4, 12, 6, 2, 0, 0, -37.372
21, 9, 4, 13, 6.5, 2, 0, 0, -45.0766
21, 9, 4, 14, 7, 2, 0, 0, -52.8923
21, 9, 4, 15, 7.5, 2, 0, 0, -60.5299
21, 9, 4, 16, 8, 2, 0, 0, -67.7559
21, 9, 4, 17, 8.5, 2, 0, 0, -74.373
21, 9, 4, 18, 9, 2, 0, 0, -80.1412
21, 9, 4, 19, 9.5, 2, 0, 0, -84.4796
21, 9, 4, 0, 0, 1, 0, 1, -2.65252
21, 9, 4, 1, 0.5, 1, 0, 1, -2.95277
21, 9, 4, 2, 1, 1, 0, 1, -3.3631
21, 9, 4, 3, 1.5, 1, 0, 1, -3.9362
21, 9, 4, 4, 2, 1, 0, 1, -4.75621
21, 9, 4, 5, 2.5, 1, 0, 1, -5.94447
21, 9, 4, 6, 3, 1, 0, 1, -7.66611
21, 9, 4, 7, 3.5, 1, 0, 1, -10.118
21, 9, 4, 8, 4, 1, 0, 1, -13.5074
21, 9, 4, 9, 4.5, 1, 0, 1, -18.0098
21, 9, 4, 10, 5, 1, 0, 1, -23.7206
21, 9, 4, 11, 5.5, 1, 0, 1, -30.5943
21, 9, 4, 12, 6, 1, 0, 1, -38.2165
21, 9, 4, 13, 6.5, 1, 0, 1, -46.1723
21, 9, 4, 14, 7, 1, 0, 1, -54.0914
21, 9, 4, 15, 7.5, 1, 0, 1, -61.6806
21, 9, 4, 16, 8, 1, 0, 1, -68.744
21, 9, 4, 17, 8.5, 1, 0, 1, -75.0868
21, 9, 4, 18, 9, 1, 0, 1, -80.5008
21, 9, 4, 19, 9.5, 1, 0, 1, -84.4181
21, 9, 4, 0, 0, 2, 0, 1, -3.53187
21, 9, 4, 1, 0.5, 2, 0, 1, -3.87869
21, 9, 4, 2, 1, 2, 0, 1, -4.34767
21, 9, 4, 3, 1.5, 2, 0, 1, -4.98934
21, 9, 4, 4, 2, 2, 0, 1, -5.89077
21, 9, 4, 5, 2.5, 2, 0, 1, -7.16348
21, 9, 4, 6, 3, 2, 0, 1, -8.95301
21, 9, 4, 7, 3.5, 2, 0, 1, -11.4333
21, 9, 4, 8, 4, 2, 0, 1, -14.7813
21, 9, 4, 9, 4.5, 2, 0, 1, -19.1525
21, 9, 4, 10, 5, 2, 0, 1, -24.6358
21, 9, 4, 11, 5.5, 2, 0, 1, -31.2138
21, 9, 4, 12, 6, 2, 0, 1, -38.5321
21, 9, 4, 13, 6.5, 2, 0, 1, -46.2387
21, 9, 4, 14, 7, 2, 0, 1, -54.003
21, 9, 4, 15, 7.5, 2, 0, 1, -61.5493
21, 9, 4, 16, 8, 2, 0, 1, -68.6607
21, 9, 4, 17, 8.5, 2, 0, 1, -75.156
21, 9, 4, 18, 9, 2, 0, 1, -80.7956
21, 9, 4, 19, 9.5, 2, 0, 1, -84.9887
21, 9, 4, 0, 0, 1, 1, 0, -2.56914
21, 9, 4, 1, 0.5, 1, 1, 0, -2.81544
21, 9, 4, 2, 1, 1, 1, 0, -3.15555
21, 9, 4, 3, 1.5, 1, 1, 0, -3.64187
21, 9, 4, 4, 2, 1, 1, 0, -4.3606
21, 9, 4, 5, 2.5, 1, 1, 0, -5.44107
21, 9, 4, 6, 3, 1, 1, 0, -7.0624
21, 9, 4, 7, 3.5, 1, 1, 0, -9.43825
21, 9, 4, 8, 4, 1, 1, 0, -12.7944
21, 9, 4, 9, 4.5, 1, 1, 0, -17.3182
21, 9, 4, 10, 5, 1, 1, 0, -23.107
21, 9, 4, 11, 5.5, 1, 1, 0, -30.0985
21, 9, 4, 12, 6, 1, 1, 0, -37.8804
21, 9, 4, 13, 6.5, 1, 1, 0, -46.0157
21, 9, 4, 14, 7, 1, 1, 0, -54.1087
21, 9, 4, 15, 7.5, 1, 1, 0, -61.8467
21, 9, 4, 16, 8, 1, 1, 0, -69.0277
21, 9, 4, 17, 8.5, 1, 1, 0, -75.438
21, 9, 4, 18, 9, 1, 1, 0, -80.8623
21, 9, 4, 19, 9.5, 1, 1, 0, -84.7844
21, 9, 4, 0, 0, 2, 1, 0, -2.35976
21, 9, 4, 1, 0.5, 2, 1, 0, -2.49436
21, 9, 4, 2, 1, 2, 1, 0, -2.71095
21, 9, 4, 3, 1.5, 2, 1, 0, -3.06454
21, 9, 4, 4, 2, 2, 1, 0, -3.64126
21, 9, 4, 5, 2.5, 2, 1, 0, -4.55005
21, 9, 4, 6, 3, 2, 1, 0, -5.96137
21, 9, 4, 7, 3.5, 2, 1, 0, -8.06169
21, 9, 4, 8, 4, 2, 1, 0, -11.0727
21, 9, 4, 9, 4.5, 2, 1, 0, -15.1759
21, 9, 4, 10, 5, 2, 1, 0, -20.4968
21, 9, 4, 11, 5.5, 2, 1, 0, -27.042
21, 9, 4, 12, 6, 2, 1, 0, -34.5032
21, 9, 4, 13, 6.5, 2, 1, 0, -42.4999
21, 9, 4, 14, 7, 2, 1, 0, -50.6497
21, 9, 4, 15, 7.5, 2, 1, 0, -58.6187
21, 9, 4, 16, 8, 2, 1, 0, -66.1414
21, 9, 4, 17, 8.5, 2, 1, 0, -73.0025
21, 9, 4, 18, 9, 2, 1, 0, -78.9561
21, 9, 4, 19, 9.5, 2, 1, 0, -83.4505
21, 9, 4, 0, 0, 1, 1, 1, -2.51995
21, 9, 4, 1, 0.5, 1, 1, 1, -2.72506
21, 9, 4, 2, 1, 1, 1, 1, -3.01773
21, 9, 4, 3, 1.5, 1, 1, 1, -3.45374
21, 9, 4, 4, 2, 1, 1, 1, -4.12236
21, 9, 4, 5, 2.5, 1, 1, 1, -5.15857
21, 9, 4, 6, 3, 1, 1, 1, -6.74462
21, 9, 4, 7, 3.5, 1, 1, 1, -9.09411
21, 9, 4, 8, 4, 1, 1, 1, -12.4373
21, 9, 4, 9, 4.5, 1, 1, 1, -16.9526
21, 9, 4, 10, 5, 1, 1, 1, -22.742
21, 9, 4, 11, 5.5, 1, 1, 1, -29.7301
21, 9, 4, 12, 6, 1, 1, 1, -37.5191
21, 9, 4, 13, 6.5, 1, 1, 1, -45.684
21, 9, 4, 14, 7, 1, 1, 1, -53.8267
21, 9, 4, 15, 7.5, 1, 1, 1, -61.6229
21, 9, 4, 16, 8, 1, 1, 1, -68.8651
21, 9, 4, 17, 8.5, 1, 1, 1, -75.3291
21, 9, 4, 18, 9, 1, 1, 1, -80.7987
21, 9, 4, 19, 9.5, 1, 1, 1, -84.7492
21, 9, 4, 0, 0, 2, 1, 1, -2.54102
21, 9, 4, 1, 0.5, 2, 1, 1, -2.76009
21, 9, 4, 2, 1, 2, 1, 1, -3.09735
21, 9, 4, 3, 1.5, 2, 1, 1, -3.62501
21, 9, 4, 4, 2, 2, 1, 1, -4.42373
21, 9, 4, 5, 2.5, 2, 1, 1, -5.62377
21, 9, 4, 6, 3, 2, 1, 1, -7.37959
21, 9, 4, 7, 3.5, 2, 1, 1, -9.87164
21, 9, 4, 8, 4, 2, 1, 1, -13.2721
21, 9, 4, 9, 4.5, 2, 1, 1, -17.729
21, 9, 4, 10, 5, 2, 1, 1, -23.3146
21, 9, 4, 11, 5.5, 2, 1, 1, -29.9864
21, 9, 4, 12, 6, 2, 1, 1, -37.4063
21, 9, 4, 13, 6.5, 2, 1, 1, -45.2126
21, 9, 4, 14, 7, 2, 1, 1, -53.0694
21, 9, 4, 15, 7.5, 2, 1, 1, -60.6973
21, 9, 4, 16, 8, 2, 1, 1, -67.8752
21, 9, 4, 17, 8.5, 2, 1, 1, -74.4157
21, 9, 4, 18, 9, 2, 1, 1, -80.0823
21, 9, 4, 19, 9.5, 2, 1, 1, -84.3088
21, 9, 5, 0, 0, 0, 0, 0, -2.31786
21, 9, 5, 0, 0, 1, 0, 0, -2.87835
21, 9, 5, 1, 0.5, 1, 0, 0, -3.21982
21, 9, 5, 2, 1, 1, 0, 0, -3.70114
21, 9, 5, 3, 1.5, 1, 0, 0, -4.39614
